,Team,Player,Mouse,Hz,DPI,Sens,eDPI,Scoped Sens,Monitor,Resolution,Mousepad,Keyboard,Headset
0,FaZe Clan,Shanks,Logitech G703,1000.0,400.0,0.45,180.0,1.0,ZOWIE XL2546,1920x1080,ZOWIE G-SR-SE Rouge,Razer Huntsman V2 TKL,HyperX Cloud II
1,MOUZ,iluri,Razer Deathadder V3 Pro Black,4000.0,800.0,0.32,256.0,1.0,ZOWIE XL2546K,1280x960,Razer Gigantus V2,Razer Huntsman Mini,Razer BlackShark V2 Pro
2,MOUZ,Obnoks,Razer Deathadder V3 Pro Black,1000.0,400.0,0.33299999999999996,131.2,1.0,AOC AG254FG,1920x1080,Razer Gigantus V2,Razer Huntsman V2 TKL,Razer BlackShark V2 Pro
3,MOUZ,murii,G-Wolves Hati S+ 4K,1000.0,800.0,0.375,300.0,1.0,ASUS ROG STRIX XG248Q,1280x1024,Razer Gigantus V2,Razer Huntsman V2 TKL,Razer BlackShark V2
4,G2 Esports,trent,Razer Viper V2 Pro Black,1000.0,1600.0,0.125,200.0,1.0090000000000001,ZOWIE XL2546,1280x960,Lamzu Energon,Wooting 60 HE,HyperX Cloud II
5,G2 Esports,ShahZaM,Logitech G703,1000.0,800.0,0.265,212.0,1.0,ZOWIE XL2546,1920x1080,Artisan Ninja FX Zero Soft,Wooting 60 HE,HyperX Cloud II
6,G2 Esports,neT,Razer Viper V2 Pro Black,1000.0,400.0,0.44,176.0,1.0,ZOWIE XL2566K,1920x1080,Logitech G640 Original,Anne Pro 2,HyperX Cloud II
7,G2 Esports,valyn,Logitech G Pro X Superlight Black,1000.0,1600.0,0.15,240.0,1.0,ZOWIE XL2566K,1920x1080,Logitech G640 Original,Razer Huntsman Mini,Logitech G Pro X Headset
8,G2 Esports,JonahP,Razer Viper V2 Pro Black,1000.0,400.0,0.5,200.0,1.0,ZOWIE XL2546,1920x1080,Gamesense Radar,Logitech G Pro Keyboard,Sennheiser GAME ZERO
9,G2 Esports,leaf,Logitech G Pro X Superlight 2 Black,2000.0,1600.0,0.07,112.0,1.0,ZOWIE XL2566K,1280x960,ZOWIE G-SR-SE Gris,Wooting 60 HE,HyperX Cloud II
10,Team Vitality,ceNder,Razer Deathadder V3 Pro White,1000.0,400.0,0.35,140.0,1.0,AlienWare AW2518HF,1920x1080,ZOWIE G-SR-SE Rouge,Ducky One 2 Mini,HyperX Cloud Alpha S
11,Team Vitality,Destrian,Razer Viper V2 Pro White,,,,,,,,VAXEE PA FunSpark V2,,
12,Team Vitality,BONECOLD,Razer Deathadder V3 Pro Black,1000.0,800.0,0.27,216.0,1.0,ZOWIE XL2540,1280x960,VAXEE PA Black,Razer Huntsman V3 Pro TKL,Sennheiser GAME ZERO
13,Team Vitality,MOLSI,Logitech G Pro X Superlight Black,1000.0,1600.0,0.15,240.0,1.0,ZOWIE XL2566K,1280x960,Logitech G640 Original,,HyperX Cloud II Wireless
14,Team Vitality,Sayf,Logitech G Pro X Superlight Red,1000.0,800.0,0.25,200.0,1.3,ASUS ROG SWIFT PG259QN,1280x1024,Artisan FX Hien XSoft,Wooting 60 HE,HyperX Cloud II
15,Natus Vincere,ANGE1,Razer Deathadder V3 Pro White,1000.0,800.0,0.5,400.0,1.0,ZOWIE XL2546,1280x960,Logitech G640 NAVI,Logitech G715,HyperX Cloud Revolver
16,Natus Vincere,Zyppan,VAXEE XE Wireless Black,1000.0,800.0,0.24,192.0,1.0,,1920x1080,Logitech G640 Original,Logitech G Pro X Keyboard,
17,Natus Vincere,ardiis,Logitech G Pro X Superlight White,1000.0,800.0,0.27,216.0,1.0,AOC AG251FZ2E,1920x1080,Artisan Ninja FX Zero Soft,Wooting 60 HE,Logitech G Pro X Headset
18,Natus Vincere,Suygetsu,Logitech G Pro X Superlight 2 Black,1000.0,800.0,0.25,200.0,1.0,ZOWIE XL2546,1440x1080,Artisan Ninja FX Zero XSoft,Logitech G Pro X TKL Keyboard Magenta,Logitech G Pro X Headset
19,Natus Vincere,Shao,Logitech G Pro X Superlight Magenta,1000.0,800.0,0.35,280.0,1.0,ZOWIE XL2546,1920x1080,Logitech G740,HyperX Alloy FPS,HyperX Cloud II
20,Cloud9,jakee,Logitech G Pro X Superlight Black,1000.0,800.0,0.217,173.6,1.0,ZOWIE XL2566K,1920x1080,Artisan Ninja FX Zero Soft,Wooting 60 HE,HyperX Cloud II Pink
21,Cloud9,OXY,Logitech G Pro X Superlight Black,1000.0,800.0,0.23,184.0,1.0,,1600x1024,HyperX Fury S Pro,Wooting 60 HE,Sennheiser HD 599
22,Cloud9,wippie,ZOWIE EC1-CW,1000.0,800.0,1.5719999999999998,1257.6,0.948,ZOWIE XL2566K,1024x768,Logitech G640 NAVI,Logitech G915,Logitech G Pro X Wireless Headset
23,Cloud9,Xeppaa,Logitech G Pro X Superlight 2 Magenta,1000.0,1600.0,0.14,224.0,1.0,ZOWIE XL2566K,1280x960,ZOWIE G-SR-SE Gris,HyperX Alloy Origins Core,HyperX Cloud II
24,Cloud9,vanity,ZOWIE EC2-CW,1000.0,1600.0,0.141,225.6,1.0,ZOWIE XL2566K,1920x1080,Logitech G640 Original,HyperX Alloy FPS,HyperX Cloud II
25,Team Occupy,Yassa,Logitech G Pro Wireless,1000.0,800.0,0.23,184.0,1.0,GIGABYTE AORUS FI25F,1920x1080,Logitech G640 Original,Logitech G Pro Keyboard,Logitech G Pro X Wireless Headset
26,Team Liquid,frttt,ZOWIE EC2,1000.0,1600.0,0.755,1208.0,1.0,ZOWIE XL2546K,1920x1080,HyperX Fury S Pro,HyperX Alloy FPS,HyperX Cloud II
27,Team Liquid,Mendo,Logitech G Pro X Superlight White,1000.0,450.0,0.55,247.5,1.0,Alienware AW2521H,1440x1080,Artisan Ninja FX Zero Soft,Custom Keyboard,beyerdynamic DT 1990 PRO
28,Team Liquid,nAts,ZOWIE S2,1000.0,800.0,0.49,392.0,1.0,ZOWIE XL2546K,1280x960,ZOWIE G-SR,Alienware AW420K,HyperX Cloud Alpha S
29,Team Liquid,Mistic,Logitech G Pro X Superlight Magenta,1000.0,800.0,0.24,192.0,1.0,ZOWIE XL2546K,1280x960,VAXEE PA FunSpark,Wooting 60 HE,HyperX Cloud II
30,Team Liquid,Enzo,Lamzu Atlantis,1000.0,800.0,0.314,400.0,1.0,ZOWIE XL2546,1440x1080,Lethal Gaming Gear Saturn Pro,Razer Huntsman V2,HyperX Cloud II Gun Metal
31,Team Liquid,bizerra,Logitech G Pro X Superlight Black,1000.0,800.0,0.26,208.0,,Alienware AW2521HF,1920x1080,Artisan Ninja FX Zero Soft,Logitech G Pro X Keyboard,HyperX Cloud Orbit S
32,Team Liquid,joojina,VAXEE XE Wireless Orange,1000.0,800.0,0.4,320.0,,ASUS TUF VG279QM,1920x1080,VAXEE PA FunSpark,Alienware AW420K,Logitech G733
33,Team Liquid,Jamppi,ZOWIE EC1-CW,1000.0,800.0,0.317,253.56,1.0090000000000001,ASUS ROG XG258Q,1440x1080,Logitech G640 Original,Alienware AW420K,HyperX Cloud II
34,Team Liquid,bstrdd,Logitech G Pro X Superlight 2 Black,,800.0,0.29,232.0,,Alienware AW2521HF,1920x1080,Artisan Ninja FX Zero XSoft,Wooting 60 HE,HyperX Cloud III
35,Fnatic,Alfajer,Razer Deathadder V3 Pro White,1000.0,400.0,0.45,180.0,1.0,ZOWIE XL2566K,1920x1080,Artisan Ninja FX Zero Soft,Fnatic miniSTREAK,HyperX Cloud II
36,Fnatic,Derke,Logitech G Pro X Superlight Black,1000.0,800.0,0.37,296.0,1.0,ASUS ROG PG27AQDM,2560x1440,ZOWIE G-SR-SE Gris,Wooting 60 HE,HyperX Cloud II Gun Metal
37,Fnatic,Leo,Razer Deathadder V3 Pro White,1000.0,400.0,0.41,164.0,1.0,ZOWIE XL2566K,1280x1024,Artisan FX Hien Mid,Wooting 60 HE,
38,Fnatic,Boaster,Fnatic x Lamzu Thorn,1000.0,400.0,0.52,208.0,1.0,ZOWIE XL2566K,1920x1080,Fnatic DASH XL,Fnatic miniSTREAK,Logitech G Pro X Headset
39,Fnatic,Chronicle,Fnatic x Lamzu Thorn,4000.0,1600.0,0.125,200.0,0.95,ASUS ROG PG27AQDM,2560x1440,Artisan Hayate Otsu Mid,Wooting 60 HE,beyerdynamic MMX 300
40,FURIA,Khalil,Logitech G Pro X Superlight Black,1000.0,1600.0,0.21,336.0,1.0,ZOWIE XL2546,1920x1080,ZOWIE G-SR-SE Gris,SteelSeries Apex Pro TKL (2023),HyperX Cloud II
41,FURIA,mwzera,ZOWIE EC3-CW,1000.0,800.0,0.4,320.0,0.89,ZOWIE XL2546K,1280x1024,SteelSeries QcK Heavy,HyperX Alloy FPS Pro,HyperX Cloud II
42,MIBR,jzz,Logitech G Pro X Superlight Red,1000.0,800.0,0.3,240.0,1.0,,1920x1080,VAXEE PA FunSpark V2,Logitech G Pro X Keyboard,HyperX Cloud II Gun Metal
43,MIBR,RgLM,Logitech G Pro X Superlight Magenta,,800.0,0.4,320.0,,,,VAXEE PA Black,Logitech G Pro K/DA Keyboard,HyperX Cloud II
44,MIBR,frz,Logitech G Pro X Superlight Black,1000.0,800.0,0.32,256.0,1.0,ZOWIE XL2546,1920x1080,VAXEE PA Black,Logitech G915 TKL,HyperX Cloud II
45,MIBR,mazin,Logitech G Pro X Superlight Black,1000.0,800.0,0.35,280.0,1.0,ZOWIE XL2546,1920x1080,SteelSeries QcK Heavy,HyperX Alloy Origins,HyperX Cloud II
46,MIBR,tteuw,Logitech G402,1000.0,2000.0,0.375,750.0,1.0,ZOWIE XL2546,1920x1080,SteelSeries QcK Heavy,,Logitech G Pro X Headset
47,Bilibili Gaming,Knight,Logitech G Pro X Superlight Black,1000.0,400.0,0.691,276.4,1.0,ZOWIE XL2566K,1920x1080,Logitech G640 Original,Logitech G Pro X Keyboard,HyperX Cloud II
48,Bilibili Gaming,yosemite,Xtrfy M8 Frosty Mint,1000.0,800.0,0.3,240.0,,ZOWIE XL2566K,1280x960,Artisan Ninja FX Zero XSoft Orange,Wooting 60 HE,
49,Bilibili Gaming,biank,VAXEE XE Wireless White,,800.0,0.314,251.2,,ZOWIE XL2566K,1440x1080,ZOWIE G-SR-SE Rouge,Wooting 60 HE,
50,Bilibili Gaming,rin,VAXEE ZYGEN NP-01S Wireless Orange,,,,,,ZOWIE XL2566K,,VAXEE PA Pcute,Logitech G715,
51,Bilibili Gaming,whzy,Logitech G Pro X Superlight Black,1000.0,400.0,0.485,388.0,1.0,ZOWIE XL2566K,1600x1024,VAXEE PA Y22,Wooting 60 HE,
52,All Knights,adverso,Logitech G Pro X Superlight White,1000.0,400.0,0.5,200.0,1.0,,1920x1080,X-raypad Aqua Control+,Varmilo VA87M Summit,HyperX Cloud II Wireless
53,3DMAX,Davidp,Logitech G Pro X Superlight Black,1000.0,400.0,0.68,272.0,1.0,ZOWIE XL2546,1920x1080,SteelSeries QcK Heavy,Xtrfy K4 RGB,HyperX Cloud II
54,S2G,russ,ZOWIE EC2-CW,1000.0,800.0,0.45,360.0,1.0,ASUS TUF VG259QM,1920x1080,SteelSeries QcK Heavy,,Logitech G Pro X Headset
55,Rex Regum Qeon,fl1pzjder,Razer Deathadder V3 Pro White,1000.0,400.0,0.534,213.6,0.7,,1920x1080,VAXEE PA FunSpark V2,,
56,Team SMG,enerii,Logitech G Pro X Superlight Magenta,1000.0,1600.0,0.13,208.0,,ZOWIE XL2546K,1920x1080,Artisan Ninja FX Zero Soft,Custom Keyboard,HyperX Cloud II
57,FUT Esports,AtaKaptan,ZOWIE S2 Divina Blue,1000.0,800.0,0.35,280.0,1.0,Alienware AW2521H,1280x960,ZOWIE G-SR-SE Rouge,HyperX Alloy Origins Core,HyperX Cloud II
58,FUT Esports,MrFalin,Razer Deathadder V3 Pro Black,1000.0,800.0,0.33,264.0,1.0,Alienware AW2523HF,1920x1080,Artisan Ninja FX Zero Soft,Razer BlackWidow V3 Pro,
59,FUT Esports,qRaxs,ZOWIE EC2-B,1000.0,800.0,0.6,480.0,1.0,ZOWIE XL2566K,1920x1080,ZOWIE G-SR-SE Deep Blue,SteelSeries Apex Pro Mini,HyperX Cloud II
60,FUT Esports,cNed,VAXEE XE Wireless Blue,1000.0,800.0,0.3,240.0,1.0,ZOWIE XL2546K,1920x1080,Lethal Gaming Gear Saturn Pro,Logitech G Pro X Keyboard,Logitech G Pro X Headset
61,ONE Team,ChiaWei,Razer Viper Mini Signature Edition,1000.0,800.0,0.26,208.0,1.0,ZOWIE XL2546K,1920x1080,ZOWIE G-SR-SE Rouge,SteelSeries Apex Pro TKL,HyperX Cloud Alpha S
62,Oxygen Esports,mitch,Razer Deathadder V3 Pro Black,1000.0,800.0,0.28,224.0,1.0,ZOWIE XL2540,1920x1080,HyperX Fury S Pro,Ducky One 2 Mini,Razer BlackShark V2 Pro
63,Oxygen Esports,dapr,Logitech G Pro X Superlight Black,1000.0,400.0,0.66,264.0,1.0,ZOWIE XL2566K,1920x1080,ZOWIE G-SR-SE Deep Blue,Wooting 60 HE,HyperX Cloud II
64,Attack All Around,ChAlalala,ZOWIE FK1,1000.0,400.0,0.6,240.0,1.0,ZOWIE XL2566K,1920x1080,Artisan Ninja FX Zero Soft,Razer BlackWidow Chroma V2,HyperX Cloud Alpha
65,M80,koalanoob,Logitech G Pro X Superlight Black,1000.0,850.0,0.304,258.4,1.013,,1920x1080,Artisan Ninja FX Zero Soft,HyperX Alloy FPS,HyperX Cloud Stinger II
66,M80,Zander,Logitech G Pro X Superlight Magenta,1000.0,1600.0,0.134,214.4,0.95,ZOWIE XL2566K,1920x1080,Artisan Ninja FX Zero XSoft,Wooting 60 HE,HyperX Cloud II Wireless
67,M80,BCJ,Glorious Model D- Wireless White,1000.0,800.0,0.37,296.0,1.0,ZOWIE XL2566K,1440x1080,ZOWIE G-SR-SE Rouge,Varmilo VA87M Summit,Sennheiser GAME ONE
68,ALTERNATE aTTaX,stavros,Logitech G Pro X Superlight White,1000.0,1600.0,0.19,304.0,1.0,ZOWIE XL2566K,1920x1080,HyperX Fury S Pro,Xtrfy K2 RGB,Beyerdynamic MMX 150
69,KPI Gaming,B1sk,Logitech G Pro X Superlight Black,1000.0,800.0,0.47,376.0,1.0,ZOWIE XL2566K,1920x1080,ZOWIE G-SR-SE Rouge,Varmilo VA87M Beijing Opera,HyperX Cloud Alpha S
70,Mandatory,HyP,Razer Deathadder V3 Pro White,4000.0,800.0,0.45,360.0,1.0,,1920x1080,,,
71,Mandatory,SoOn,VAXEE XE Wireless Black,1000.0,800.0,0.4,320.0,1.0,ZOWIE XL2540K,1280x960,Artisan Ninja FX Zero XSoft,Wooting 60 HE,Logitech G PRO X 2 Headset White
72,RED Canids,gtnziN,Logitech G Pro X Superlight Black,1000.0,400.0,0.58,232.0,1.0,AOC G2460PF,1680x1050,ESPTIGER LongTeng,Razer Blackwidow Chroma TE V2,HyperX Cloud Alpha
73,RED Canids,DeNaro,Razer Viper Ultimate,1000.0,400.0,0.52,208.0,1.0,Acer Predator XB252Q,1920x1080,Razer Gigantus,HyperX Alloy FPS,
74,Unicorns of Love,nico,Logitech G Pro X Superlight Black,1000.0,400.0,0.4,160.0,1.0,Alienware AW2518H,1280x1024,Glorious 3XL,Logitech G Pro X Keyboard,Logitech G Pro X Wireless Headset
75,SuperMassive Esports,Izzy,Logitech G Pro X Superlight Black,1000.0,400.0,0.506,202.4,0.852,ZOWIE XL2546,1920x1080,,Corsair K70 RGB,HyperX Cloud II
76,Made In Thailand,Kongared,Logitech G Pro X Superlight Red,1000.0,800.0,0.485,388.0,1.0,ZOWIE XL2546,1920x1080,Razer Gigantus,Razer Blackwidow Chroma TE V2,HyperX Cloud II
77,Made In Thailand,cgrs,VAXEE ZYGEN NP-01S Glossy,1000.0,400.0,0.66,264.0,1.0,,1280x1024,,,
78,FULL SENSE,LAMMYSNAX,Logitech G Pro X Superlight Black,1000.0,800.0,0.244,195.2,1.0,ZOWIE XL2566K,1920x1080,Lethal Gaming Gear Saturn Pro Red,Ducky One 3 Mini,Sennheiser GAME ZERO
79,FULL SENSE,JohnOlsen,Razer Viper V2 Pro Black,1000.0,800.0,0.37,296.0,1.0,ZOWIE XL2566K,1920x1080,Logitech G640 Black,Razer Huntsman V2,HyperX Cloud II
80,FULL SENSE,SuperBusS,ZOWIE EC1-CW,1000.0,800.0,0.29,232.0,1.0,ZOWIE XL2566K,1920x1080,ZOWIE G-SR-SE Rouge,Custom Keyboard,HyperX Cloud III Wireless
81,FULL SENSE,foxz,Razer Viper Mini Signature Edition,1000.0,1600.0,0.145,232.0,1.0,ZOWIE XL2546K,1920x1080,Artisan Ninja FX Zero XSoft,Custom Keyboard,HyperX Cloud II Pink
82,FULL SENSE,sushiboys,VAXEE ZYGEN NP-01S Wireless Pink,1000.0,800.0,0.37,296.0,0.9,ZOWIE XL2546K,1920x1080,ZOWIE G-SR,Glorious GMMK Pro,Logitech G Pro X Headset
83,FULL SENSE,PTC,Logitech G Pro X Superlight White,1000.0,800.0,0.3,240.0,1.0,ZOWIE XL2546,1920x1080,ZOWIE G-SR-SE Deep Blue,HyperX Alloy FPS,Logitech G Pro X Headset
84,NAOS Esports,witz,VAXEE OUTSET AX,1000.0,800.0,0.41,328.0,,ZOWIE XL2546K,,Corsair MM350 Champion Series,Corsair K70 RGB TKL,
85,Team Secret,Te,VAXEE ZYGEN NP-01,1000.0,450.0,0.44,198.0,1.0,ZOWIE XL2546,1920x1080,Corsair MM350 Champion Series,SteelSeries Apex Pro TKL,
86,Team Secret,BORKUM,ZOWIE EC3-C,1000.0,400.0,0.65,260.0,1.0,ZOWIE XL2546K,1920x1080,Corsair MM350 Champion Series,Corsair K70 RGB TKL,Corsair HS80 RGB USB
87,Team Secret,JessieVash,Glorious Model D Wireless,1000.0,800.0,0.42,336.0,0.91,ZOWIE XL2546K,1920x1080,Corsair MM350 Champion Series,Corsair K70 RGB TKL,Corsair HS80
88,Team Secret,DubsteP,Finalmouse Starlight-12 Phantom,1000.0,800.0,0.47,376.0,1.15,ZOWIE XL2546K,1920x1080,Corsair MM350 Champion Series,Corsair K70 RGB TKL,Corsair HS80 Wireless
89,FENNEL,Xdll,Logitech G Pro X Superlight Black,1000.0,800.0,0.285,228.0,1.0,ZOWIE XL2546K,1920x1080,SteelSeries QcK Edge,,
